id,name,score,timestamp,category,value
84295,GgTfJzYd,11.21,2026-02-08,C,5383.12
54003,HzZFGOaA,33.31,2026-09-14,B,5304.99
14471,owLuslKF,42.03,2026-09-26,D,5845.05
80683,SoEcpyLs,40.29,2026-10-24,C,8295.52
95303,lDvLYpZS,70.04,2026-01-14,D,1286.73
74561,OLCJMgUi,28.31,2026-02-06,D,3326.64
82992,oYXSTGNi,83.75,2026-09-09,A,5500.30
73383,HJJkgkUp,49.60,2026-07-08,D,7717.53
12597,nwGIRzfT,54.00,2026-11-12,B,6168.43
45002,TzBYjCGZ,37.95,2026-06-17,C,8777.93
55368,fVxBBhyJ,81.09,2026-12-19,A,1005.44
96789,DUAFcyQL,6.26,2026-11-25,A,4857.76
59080,ratzfOKr,5.78,2026-03-05,D,8521.18
3781,LtrELCJz,93.75,2026-03-11,A,9463.12
87196,EZuCeIOR,57.66,2026-03-12,A,5390.03
73601,fXDdLIBK,1.45,2026-02-06,D,2010.17
8764,DKRRuUsI,4.64,2026-09-13,C,4626.23
16514,VdukIxJH,46.74,2026-07-08,D,4093.06
34861,wUEaagvo,29.13,2026-02-13,A,6825.71
86188,fEUDPUxy,57.91,2026-11-24,D,6773.56
65890,CbhmDkJV,94.07,2026-08-20,A,1033.32
47069,azzXCQUE,92.54,2026-12-14,D,3791.78
80132,poKipCrS,8.53,2026-10-01,A,6831.64
25758,cEyNqpgf,28.55,2026-10-26,C,1757.57
7218,aHGpyEFS,83.52,2026-08-04,D,2297.15
22416,eNTyDYLv,26.09,2026-08-03,C,9367.84
26781,nGzbrEnx,80.66,2026-11-03,B,7746.23
14454,xqGybLCH,44.53,2026-07-13,C,2425.49
10249,kyjnDoIU,47.84,2026-12-22,D,4205.80
67077,dmUSDoFg,54.77,2026-06-24,D,9144.71
21862,CcMQAFuI,20.68,2026-02-12,D,3703.52
71233,JoKxfBGE,4.10,2026-08-15,A,4078.39
26919,fDKLTrsJ,55.38,2026-08-24,C,4956.28
21139,jnjUOuwl,29.95,2026-01-26,C,6531.55
6887,CUjAQbEe,5.68,2026-07-19,C,8954.80
56903,nurxkUfE,4.61,2026-01-26,B,7612.98
9863,fhzpGmMQ,95.91,2026-02-13,A,431.83
72576,tpQIXgqL,6.96,2026-02-02,C,2262.12
77079,MyKzpjFw,84.65,2026-07-20,B,5840.73
67404,CkIAiEqU,16.50,2026-06-18,B,6464.97
6800,QIkuIezx,69.30,2026-01-25,D,4493.81
91935,OdRNOLJP,4.40,2026-05-04,C,2848.99
85390,plgHmspA,29.33,2026-12-20,D,3854.87
90955,yMppahBp,59.87,2026-12-15,B,9307.64
20786,LIrPmtkS,96.85,2026-02-17,C,2248.46
40149,baycxrjp,18.59,2026-04-24,B,6519.59
13120,KViYTyRM,30.53,2026-10-06,D,7290.04
698,nLzNMBXk,54.20,2026-12-27,A,3303.13
57232,EQKIBCyc,72.67,2026-01-10,C,4371.13
79173,mhTXJYfs,32.84,2026-09-28,B,2401.68
22216,dQjCanFJ,73.43,2026-12-05,D,9967.56
86229,EnBPlMWM,63.37,2026-05-14,A,6813.40
95688,nXPKzQCD,3.86,2026-01-05,A,30.63
56033,FaUXWbMV,67.81,2026-03-08,A,217.11
31831,IofuZYqE,13.47,2026-04-15,D,4062.11
87676,CAALkdlb,76.14,2026-07-05,D,4408.76
7465,aBAuIFqs,90.06,2026-03-11,C,5070.58
10766,LllVtKwe,20.37,2026-07-16,D,6038.93
55464,RuFfNlQs,71.27,2026-09-23,D,3079.79
43439,SXfrNFOz,17.28,2026-01-26,D,9450.85
51292,velkeydR,49.28,2026-12-17,C,3009.47
54112,gHvYBpPc,74.59,2026-11-14,A,4093.20
74995,dthzgylT,68.81,2026-11-13,D,599.71
60311,BEOUHNsb,96.56,2026-12-13,D,1660.07
15303,IRGcwLWs,88.68,2026-07-25,D,1266.64
48265,EAgaMtMH,15.31,2026-09-05,C,1788.26
49073,uEEkbnJv,93.60,2026-08-02,D,9124.86
926,WwMnswHn,5.42,2026-01-16,D,9181.97
4538,VdGMbckj,85.33,2026-10-02,D,9585.46
46372,xhaVVrph,9.73,2026-11-02,B,4869.95
32193,mzVMDdWm,8.39,2026-08-04,A,7821.63
30706,dabYuxsg,42.51,2026-06-07,D,1267.02
28565,yYfDgEsB,73.47,2026-07-20,B,5539.61
34800,gWObFHmG,70.26,2026-08-27,A,1557.86
14568,qgPlAsOd,41.23,2026-07-28,B,8511.29
70425,DCfFKdOj,3.65,2026-08-14,C,2300.88
85241,YZiLgQwT,28.10,2026-12-15,D,9343.13
97848,YWQEyNAs,23.40,2026-05-08,D,3612.62
55353,vdqDXfRN,1.37,2026-10-23,B,5166.22
5232,aWARfPlA,67.57,2026-03-08,C,7066.80
18235,ZBnljYoU,28.78,2026-01-26,C,8938.27
17629,pdxVSjqr,48.92,2026-10-26,A,8466.59
85021,kWlAJFxO,48.39,2026-09-12,C,1078.56
63593,NPJUaJlq,47.77,2026-01-22,D,5581.15
47074,CTvPKXpL,65.61,2026-04-21,C,7353.10
74307,VbwOcykp,22.31,2026-02-22,D,8263.28
82294,ZiPuUNBn,82.72,2026-09-05,B,9039.69
26796,YsCMSzrb,59.27,2026-12-12,B,5793.06
80452,DJxdMqla,44.06,2026-03-04,D,9983.38
24735,ZJXkWIse,83.16,2026-02-11,A,9976.85
4920,fJOIkgJj,5.43,2026-03-22,B,734.16
83467,hfHOheGs,49.46,2026-03-06,D,4242.38
77313,LHFBjkHB,50.16,2026-05-06,C,6933.19
37893,OZnLnnyY,54.11,2026-04-02,A,8906.12
72520,WhPhRLRu,77.05,2026-10-28,C,1111.95
7747,raOuqBzQ,83.50,2026-09-10,B,9883.72
99948,HvmTIVXX,59.71,2026-09-03,B,621.75
20921,rxWRluUp,14.13,2026-02-14,D,1348.38
61200,kZTXXTdM,74.10,2026-01-12,C,6376.78
70987,DNxiYXOy,77.64,2026-10-06,D,1030.19
13791,WJUCDUIs,45.86,2026-10-14,B,1660.03
95103,ilgbENqU,75.90,2026-02-28,A,6284.19
61549,NATZxxTT,97.78,2026-09-20,B,3444.43
34978,uAVxbkwu,53.81,2026-05-27,C,2902.17
4,EiuRgfoK,51.78,2026-12-26,A,7150.58
82606,TtEKDibQ,94.78,2026-08-26,D,1829.14
80987,pJerFHkr,69.87,2026-04-05,A,3079.59
29298,PGnGtpkA,40.31,2026-12-03,D,3197.78
94083,ZvSawnjC,81.57,2026-01-23,D,8301.09
10369,ipYmugpj,64.99,2026-05-21,C,8840.19
37084,xCbUbRTZ,49.69,2026-10-01,C,7446.96
2550,eRwibSlF,36.85,2026-02-17,C,4443.64
95193,utTSxvVJ,12.08,2026-09-08,C,9740.47
42029,FhXwtVls,54.23,2026-01-18,B,1238.98
48032,ehdQvTfP,36.75,2026-08-16,D,6827.25
36737,BKOCDzlF,47.08,2026-11-04,B,9787.09
99460,BIzmvBGK,7.19,2026-05-24,D,4851.56
83314,GiiJDqZS,56.50,2026-08-24,D,3077.15
81662,NlIezajL,5.38,2026-09-21,D,9222.97
90219,bWcQYfxi,95.26,2026-01-18,D,1406.55
3492,PqGctNIB,42.87,2026-07-10,B,2632.74
93966,qSaZvwpP,63.28,2026-06-19,A,9803.25
28490,KneFrOJC,60.96,2026-01-24,C,5567.61
72716,LdFsaPGv,17.85,2026-09-15,A,9293.40
44891,lchTJsNk,54.25,2026-08-12,C,1787.48
72766,VZqbiFTC,62.53,2026-09-13,D,2286.89
20197,VzsjgGPO,59.82,2026-02-16,A,974.48
17566,fcvvZHOt,62.60,2026-12-03,D,7329.00
63566,mYIQeksK,33.62,2026-09-23,D,3886.35
92510,WQsftmWw,73.79,2026-11-11,B,2324.35
74485,hUPuQXuj,65.55,2026-01-08,A,7434.26
22769,DEezydTy,96.90,2026-01-24,A,2294.61
5914,KGlTAGwE,94.37,2026-02-24,B,275.38
40982,VQjpdzql,34.23,2026-05-05,C,6384.02
45199,VyBiDiij,62.30,2026-08-05,B,7540.39
87846,giCdbKLl,16.47,2026-02-27,A,3256.11
58729,zkwCmBIX,87.50,2026-11-24,C,4284.64
52547,hMUgWmml,9.13,2026-04-06,B,6152.63
38452,jcjAvebH,81.38,2026-12-24,C,6552.69
51074,HNsfQPTs,70.36,2026-06-05,C,1404.90
37691,wLqbveEa,91.83,2026-03-14,C,727.89
7846,GcDDhOdZ,27.40,2026-08-26,C,1505.49
25332,outtnTrm,8.46,2026-02-23,C,9636.09
62233,TImWoPKP,14.27,2026-07-25,B,8115.10
37825,vMGTLHyA,81.44,2026-02-18,B,3612.71
77825,kgrddgsK,67.37,2026-11-27,D,5553.02
56931,UfIkbICk,73.62,2026-11-28,D,593.60
9666,WPOQiwpa,68.31,2026-03-20,B,5203.31
50474,YprJhUUr,81.36,2026-03-22,C,6774.19
94947,ReTNTGfo,82.36,2026-04-24,C,5248.49
24256,tWFmFVIp,14.31,2026-02-07,A,1674.69
31670,mYrxJmoT,71.02,2026-07-10,A,2288.56
29362,mAZrGROI,28.71,2026-11-05,C,9881.04
80949,hzdHfpKT,90.46,2026-03-24,D,7443.14
28770,QnwksBGG,21.84,2026-12-02,A,6124.55
25268,gzGjnypW,83.07,2026-11-17,C,1675.74
4515,zSGmgAHA,19.71,2026-02-18,D,4991.22
66970,ItYVFqTO,62.93,2026-07-15,C,2406.58
50286,znWfXkXi,59.09,2026-10-26,A,2122.28
23846,KxkkSPvm,29.40,2026-09-12,B,9942.28
19249,cRENXZpX,9.57,2026-12-08,C,7223.12
51214,vRokwMIx,41.15,2026-04-28,B,7384.33
47413,iXEEfcLj,55.97,2026-10-23,D,1979.22
56313,UgmekVsT,76.72,2026-03-13,A,3801.68
66448,HKJlxLDT,67.54,2026-09-20,A,3255.98
84412,RzvCXemF,96.78,2026-04-28,C,2302.58
41053,WAFNwUYT,59.72,2026-04-27,A,8769.53
40331,YORmOBtj,30.44,2026-03-02,D,3934.00
9095,UkBuhDji,11.77,2026-08-24,B,7008.92
42176,hWsTWEMO,80.29,2026-01-20,B,8534.77
84227,cXaPFMVo,12.67,2026-11-28,B,1010.51
20607,ijwrQkDN,99.32,2026-08-27,C,4468.67
35262,hYuQXTlB,61.76,2026-02-03,C,6641.86
48394,TLxLeOEN,88.16,2026-01-25,B,9384.56
60046,DsuuuwOp,88.93,2026-09-20,A,9788.57
24479,IUobHNcS,81.47,2026-01-12,D,8952.63
46726,mgjXGRtP,97.77,2026-05-28,B,289.82
51673,pibvLbQA,46.29,2026-10-20,D,1256.92
99910,PglYUZXt,87.91,2026-02-16,D,9219.42
1587,hlxmPTEw,4.38,2026-06-04,C,3950.99
56697,JRWRWlyW,37.96,2026-09-11,D,6445.23
3620,GqHkVnqk,85.31,2026-11-23,B,2310.32
39150,wTzwlIUp,99.06,2026-10-08,B,7302.08
70774,MhrzZjmH,35.20,2026-06-11,A,2902.05
99314,rulFNZmZ,27.13,2026-01-06,B,4382.17
48244,VLfGBEyG,85.86,2026-08-21,B,1444.02
8793,AnKqUSBr,46.81,2026-03-06,B,7471.69
66641,PwGVNuma,93.17,2026-12-01,A,3777.34
91016,hJmXCeSS,96.45,2026-12-23,D,8133.66
65045,kaaNrrRb,34.43,2026-02-18,B,2252.53
89098,CEOqMOlp,27.97,2026-05-02,A,1292.70
11970,cEczxCXb,61.16,2026-12-11,B,5848.65
93934,uuTtebFt,60.30,2026-08-04,A,1259.03
49272,PJcGVAXo,51.78,2026-10-12,D,3220.77
71365,fhrlolpx,82.42,2026-07-20,B,8291.97
16471,ZoOINgnJ,33.05,2026-09-12,D,688.30
79654,ASahLwst,61.84,2026-08-12,C,3118.15
75449,nToTYXBF,81.21,2026-01-02,C,7104.72
36908,jOlBCXgt,14.50,2026-02-21,A,9881.34
13664,ZZcZbjiG,57.03,2026-05-20,C,1221.54
73567,MfMhtsVA,4.46,2026-08-04,D,1630.60
33121,bjnqEeKY,72.81,2026-05-09,B,4985.89
77734,nVHtVfVx,72.04,2026-04-18,D,1658.60
69798,xbIgCPzv,95.46,2026-09-04,C,2106.86
94727,sreHxrQd,68.33,2026-08-06,A,3248.71
11020,qlldokrO,33.43,2026-02-28,A,1406.14
35812,SyLCIaul,46.86,2026-10-10,A,8697.16
56795,KSrvLaRw,54.39,2026-10-15,D,2105.89
62976,ubERuVfI,20.41,2026-05-22,C,7667.19
50267,gEhDfDIk,92.53,2026-02-02,A,7111.38
96051,XOVZOvGh,0.49,2026-08-01,C,6355.87
72538,gPbzNefC,25.01,2026-08-12,D,9170.55
54011,prsfFAwM,59.25,2026-06-11,C,6443.08
42451,tQyYlsVw,79.04,2026-01-19,B,6993.51
38439,pHcWGYoz,85.48,2026-09-21,C,2043.60
68641,OjQCTQDu,93.57,2026-01-25,B,6165.95
50541,qZxaQiBd,71.88,2026-09-14,D,1854.69
65579,WdfwwyOJ,45.63,2026-07-27,A,4399.27
54382,UEryIfWf,14.39,2026-08-12,C,9133.35
55679,opCggiZj,99.74,2026-01-07,A,9489.32
21846,xnbmbMSf,73.37,2026-09-06,B,9870.91
12980,mkBCUVuf,49.57,2026-04-24,A,3846.12
33230,fOHRAXWI,45.68,2026-12-07,A,656.08
42414,AfOBJfwf,73.30,2026-03-09,D,7464.10
95006,TBEzLfCL,35.31,2026-08-02,C,618.52
68700,bmoolDkE,23.23,2026-02-11,A,1688.66
21370,ynSEKfJy,76.36,2026-05-09,B,7923.09
74564,cbhCsqAA,47.72,2026-06-15,A,4117.37
4563,JYSsFOmF,39.12,2026-07-24,A,7129.74
9534,YfJkDUxY,38.30,2026-05-03,B,5183.49
43361,hMOkRThY,83.67,2026-11-18,A,3455.02
44722,XWrhgYtc,28.75,2026-03-11,B,3802.27
67934,ZLqutXxr,31.16,2026-02-17,D,6537.92
22678,cxlVDkBb,13.01,2026-10-04,B,433.86
54455,BOeVSPRD,45.39,2026-10-28,D,1069.00
6895,yrVwaffk,74.86,2026-09-25,B,8175.63
77996,zhIjEtWM,96.13,2026-06-23,D,8450.37
59261,lJvJIVka,24.16,2026-03-17,A,3024.54
16855,YAmsVZSI,95.51,2026-02-02,D,9004.87
10717,ynXgksym,81.04,2026-04-12,D,5144.55
47361,IYVScuNW,49.67,2026-10-17,B,8434.27
66341,WmpezGYz,39.22,2026-09-13,D,8998.93
34225,mchklHfP,49.01,2026-11-23,B,7527.21
72545,edBjUnZV,47.50,2026-06-02,B,9130.41
50517,lXzFUhgJ,58.68,2026-07-04,B,5856.39
42640,OaBBkRKs,32.06,2026-08-25,A,3949.89
58573,neGjCMwQ,70.94,2026-08-08,D,3207.64
21238,ApaqRRGK,8.47,2026-07-16,D,3131.04
39849,ReQFNbPV,72.26,2026-02-03,B,5250.53
24720,DRppqpWa,49.42,2026-03-08,A,7177.21
47428,JQJefQri,6.32,2026-09-09,D,7080.50
76793,iEcVgkNN,7.24,2026-08-13,C,5466.89
35175,apeffuXJ,41.54,2026-04-10,B,3338.58
17980,dNIsroHy,11.67,2026-03-11,A,6605.53
98845,UdxeYgKh,52.37,2026-09-01,C,8613.97
62564,MFKPeFsa,79.35,2026-05-14,C,2463.51
53704,DYFvUiga,48.54,2026-06-25,A,9749.99
20701,bWvknkmY,51.49,2026-03-23,C,2131.00
1415,vRGATTqK,55.54,2026-09-09,C,5185.27
25004,bMARaTfA,78.64,2026-09-04,C,3835.44
31570,OxOMOViP,92.04,2026-12-04,D,3897.80
23475,AylTWrXg,79.87,2026-05-13,D,7777.49
67519,EbwxCBOl,90.08,2026-01-19,D,5984.48
16383,cUNxMmMy,13.72,2026-08-27,D,722.60
50110,tDmzyTGK,14.74,2026-01-08,D,5047.72
92209,xMJIbCQH,70.08,2026-01-08,B,7399.29
96953,AuaxDZRf,27.76,2026-07-04,D,4958.74
97574,WjHNZlej,40.70,2026-06-13,B,1752.77
70554,JIFXweYK,52.36,2026-09-17,A,4865.16
7696,hqnhtyRw,21.39,2026-07-18,C,4297.85
56436,deLmanrU,90.88,2026-05-10,B,1710.04
22561,kGOtqFFr,18.57,2026-09-05,C,2910.69
14466,WwMzcaPE,86.32,2026-12-01,B,9096.68
44289,RGDjdhJR,75.69,2026-07-26,B,4522.12
52158,vqRmWrlr,41.76,2026-08-22,D,3380.59
33944,zitulJkn,80.84,2026-02-02,D,2187.24
32852,nFAcQiVo,58.07,2026-05-13,A,5811.71
92223,xlROdzUu,17.92,2026-07-13,B,6964.99
25906,nAxYlFrs,7.68,2026-05-04,C,5549.15
60774,iZfWeIOD,67.72,2026-11-19,A,6792.29
93367,rlGXKVwY,24.20,2026-01-20,A,4763.54
99571,rkLRvQOL,47.79,2026-05-09,C,5348.86
26169,zjxderSQ,91.60,2026-12-09,A,6151.04
92656,QijIYqfs,60.45,2026-07-11,A,4619.09
39707,GJTIVChK,82.48,2026-07-06,C,8255.45
64261,VwhbjSDm,86.84,2026-02-07,A,2411.21
37652,aPAfRtze,35.81,2026-03-24,A,5504.73
67231,vlxeqwsV,55.91,2026-10-26,D,2111.99
68581,LmsPojbM,4.48,2026-12-27,A,2363.00
64681,GsGMrzZZ,84.23,2026-05-27,B,2788.05
60991,sjDoiMMp,44.26,2026-06-04,A,7947.66
42111,QsFqTYQc,35.31,2026-07-14,C,388.43
10373,xXxjtlYU,34.38,2026-01-21,D,7639.00
62999,oWMOBsBC,26.22,2026-05-06,C,4317.49
60136,vjCeBRUW,95.75,2026-08-23,C,9794.36
56350,wJjNBLor,84.16,2026-11-10,D,4855.18
38828,gvhJhyeS,68.83,2026-05-12,D,3603.55
